inlf,hours,kidslt6,kidsge6,age,educ,wage,repwage,hushrs,husage,huseduc,huswage,faminc,mtr,motheduc,fatheduc,unem,city,exper,nwifeinc,lwage,expersq
1.0,400.0,1.0,2.0,36.0,12.0,1.625,0.0,2000.0,40.0,7.0,1.74,5965.0,0.8015,12.0,7.0,11.0,1.0,6.0,5.315,0.4855078,36.0
1.0,1000.0,0.0,2.0,46.0,12.0,3.0,5.5,1885.0,46.0,12.0,6.8966,19000.0,0.7215,7.0,7.0,9.5,1.0,11.0,16.0,1.098612,121.0
1.0,1904.0,0.0,2.0,36.0,12.0,4.7269,4.2,2860.0,37.0,12.0,5.0455,36872.0,0.5515,12.0,12.0,11.0,1.0,14.0,27.87198,1.55327,196.0
1.0,1771.0,0.0,1.0,53.0,14.0,1.1293,9.98,1913.0,48.0,16.0,17.25,42000.0,0.4915,12.0,12.0,14.0,1.0,17.0,40.00001,0.121598,289.0
1.0,1486.0,0.0,3.0,40.0,16.0,7.4024,6.25,1800.0,54.0,16.0,8.3333,26900.0,0.6215,16.0,14.0,11.0,1.0,17.0,15.90003,2.001804,289.0
1.0,740.0,0.0,2.0,42.0,17.0,4.4595,1.65,2880.0,45.0,16.0,9.375,30800.0,0.5815,12.0,10.0,9.0,0.0,14.0,27.49997,1.495037,196.0
1.0,1820.0,1.0,1.0,33.0,15.0,2.4725,0.0,1993.0,32.0,16.0,8.279,21520.0,0.6915,12.0,12.0,11.0,1.0,11.0,17.02005,0.9052298,121.0
1.0,1275.0,0.0,3.0,43.0,12.0,1.8824,3.0,2250.0,47.0,14.0,4.5,24795.0,0.6915,7.0,7.0,7.5,1.0,7.0,22.39494,0.6325476,49.0
1.0,450.0,1.0,0.0,31.0,16.0,4.0,4.0,2286.0,30.0,16.0,4.1995,12900.0,0.7215,14.0,16.0,14.0,1.0,8.0,11.1,1.386294,64.0
1.0,1221.0,0.0,0.0,47.0,17.0,8.19,5.99,1880.0,47.0,16.0,16.064,42700.0,0.4915,7.0,7.0,7.5,1.0,6.0,32.70001,2.102914,36.0
1.0,1550.0,0.0,0.0,54.0,17.0,7.0968,6.0,2350.0,58.0,17.0,11.277,38800.0,0.5215,10.0,17.0,11.0,1.0,8.0,27.79996,1.959644,64.0
1.0,180.0,1.0,3.0,33.0,12.0,1.6667,0.0,3640.0,33.0,11.0,0.5494,2500.0,0.9415,7.0,3.0,3.0,0.0,4.0,2.199994,0.5108456,16.0
1.0,2090.0,0.0,0.0,43.0,16.0,3.445,3.85,1770.0,47.0,14.0,9.548,26921.0,0.6215,14.0,10.0,11.0,1.0,25.0,19.72095,1.236924,625.0
1.0,1960.0,0.0,1.0,46.0,13.0,4.2347,4.2,1875.0,49.0,13.0,5.3333,18300.0,0.6915,7.0,9.0,3.0,0.0,24.0,9.999988,1.443313,576.0
1.0,1440.0,0.0,3.0,35.0,12.0,2.7778,4.1,2200.0,38.0,9.0,5.4545,17200.0,0.7215,7.0,7.0,14.0,1.0,11.0,13.19997,1.021659,121.0
1.0,794.0,0.0,3.0,37.0,11.0,1.8892,3.85,2033.0,39.0,12.0,5.9026,14209.0,0.7515,12.0,3.0,9.5,1.0,19.0,12.70897,0.6361535,361.0
1.0,993.0,0.0,2.0,37.0,16.0,5.0352,8.3,2739.0,39.0,17.0,9.8576,32300.0,0.5815,12.0,16.0,14.0,1.0,9.0,27.30005,1.616453,81.0
1.0,160.0,0.0,3.0,34.0,14.0,1.25,0.0,1626.0,38.0,14.0,11.685,21400.0,0.7215,17.0,12.0,7.5,1.0,19.0,21.2,0.2231435,361.0
1.0,105.0,1.0,0.0,43.0,16.0,2.8571,0.0,2248.0,44.0,17.0,6.2278,14700.0,0.7215,7.0,7.0,9.5,0.0,14.0,14.4,1.049807,196.0
1.0,1200.0,0.0,0.0,46.0,12.0,4.1167,4.33,2140.0,48.0,12.0,9.1748,25516.0,0.6215,7.0,7.0,9.5,1.0,22.0,20.57596,1.415052,484.0
1.0,450.0,0.0,3.0,35.0,9.0,1.7778,2.6,1985.0,42.0,12.0,6.2972,13300.0,0.7515,3.0,7.0,5.0,1.0,6.0,12.49999,0.5753766,36.0
1.0,996.0,0.0,0.0,46.0,17.0,13.554,9.98,1528.0,59.0,17.0,10.471,31000.0,0.5815,12.0,12.0,9.5,1.0,23.0,17.50022,2.606682,529.0
1.0,1052.0,0.0,0.0,46.0,14.0,4.5627,4.9,1920.0,48.0,16.0,14.583,48800.0,0.4915,7.0,3.0,11.0,1.0,15.0,44.00004,1.517915,225.0
1.0,1128.0,0.0,2.0,43.0,12.0,2.1277,2.4,1918.0,46.0,10.0,6.2143,15519.0,0.7215,7.0,7.0,14.0,1.0,6.0,13.11895,0.7550416,36.0
1.0,1840.0,0.0,0.0,30.0,12.0,2.9891,3.75,2112.0,30.0,12.0,6.6288,19500.0,0.6915,7.0,7.0,7.5,0.0,11.0,14.00006,1.094972,121.0
1.0,1910.0,0.0,2.0,41.0,11.0,2.5654,2.57,2144.0,46.0,9.0,3.8246,14545.0,0.7215,3.0,7.0,5.0,0.0,2.0,9.645086,0.9421144,4.0
1.0,980.0,0.0,1.0,54.0,12.0,5.6122,5.0,1920.0,54.0,15.0,7.8125,22897.0,0.6915,7.0,7.0,14.0,1.0,22.0,17.39705,1.724943,484.0
1.0,2317.0,0.0,1.0,31.0,12.0,2.8054,3.87,2241.0,41.0,9.0,3.4806,14300.0,0.7215,10.0,10.0,7.5,1.0,10.0,7.799889,1.031546,100.0
1.0,1089.0,0.0,0.0,44.0,10.0,1.607,0.0,880.0,47.0,11.0,5.55,14884.0,0.7515,10.0,10.0,9.5,1.0,14.0,13.13398,0.4743691,196.0
1.0,800.0,0.0,1.0,32.0,12.0,2.25,0.0,2070.0,31.0,16.0,11.594,27400.0,0.6215,12.0,7.0,11.0,1.0,12.0,25.6,0.8109302,144.0
1.0,1230.0,0.0,0.0,47.0,5.0,2.0325,2.82,1050.0,53.0,5.0,9.5238,16400.0,0.7215,7.0,12.0,14.0,1.0,9.0,13.90003,0.7092666,81.0
1.0,1158.0,0.0,1.0,46.0,17.0,5.532,8.1,2635.0,57.0,17.0,7.2805,25704.0,0.6215,14.0,17.0,7.5,0.0,13.0,19.29794,1.710549,169.0
1.0,2272.0,0.0,0.0,37.0,11.0,1.5845,3.71,3000.0,47.0,8.0,3.0,12800.0,0.7215,10.0,10.0,7.5,0.0,18.0,9.200016,0.4602689,324.0
1.0,528.0,0.0,2.0,51.0,12.0,3.7879,0.0,2500.0,50.0,11.0,10.4,40000.0,0.6215,7.0,7.0,7.5,0.0,8.0,37.99999,1.331812,64.0
1.0,1000.0,0.0,1.0,49.0,12.0,3.0,0.0,1990.0,49.0,12.0,10.05,47000.0,0.6615,7.0,7.0,14.0,1.0,11.0,44.0,1.098612,121.0
1.0,520.0,0.0,4.0,36.0,14.0,8.6538,0.0,2390.0,37.0,13.0,8.7866,25872.0,0.6615,10.0,12.0,9.5,1.0,9.0,21.37202,2.157999,81.0
1.0,760.0,0.0,1.0,39.0,11.0,4.2105,3.95,1430.0,44.0,12.0,10.14,26868.0,0.6915,12.0,7.0,9.5,1.0,9.0,23.66802,1.437581,81.0
1.0,1920.0,0.0,2.0,48.0,12.0,4.6875,4.3,1800.0,50.0,8.0,5.0,18000.0,0.6915,12.0,12.0,9.5,1.0,14.0,9.0,1.544899,196.0
1.0,1220.0,0.0,2.0,38.0,14.0,4.0984,4.84,2103.0,43.0,17.0,11.888,30200.0,0.5815,7.0,7.0,5.0,1.0,9.0,25.19995,1.410597,81.0
1.0,200.0,0.0,2.0,40.0,12.0,25.0,3.0,1350.0,42.0,12.0,13.333,26220.0,0.6615,7.0,7.0,7.5,1.0,2.0,21.22,3.218876,4.0
1.0,2480.0,1.0,5.0,39.0,10.0,2.6331,4.2,2880.0,36.0,17.0,8.6806,40500.0,0.5815,7.0,7.0,3.0,0.0,12.0,33.96991,0.9681619,144.0
1.0,2750.0,0.0,0.0,37.0,16.0,6.0,9.0,2400.0,43.0,17.0,7.2917,33570.0,0.61,12.0,7.0,7.5,1.0,15.0,17.07,1.791759,225.0
1.0,2014.0,0.0,1.0,49.0,13.0,5.4126,4.05,1135.0,47.0,12.0,3.5242,16917.0,0.7215,7.0,14.0,14.0,1.0,11.0,6.016024,1.68873,121.0
1.0,1355.0,0.0,3.0,33.0,12.0,0.6642,1.0,2750.0,35.0,17.0,6.1818,18000.0,0.7215,12.0,7.0,9.5,0.0,7.0,17.10001,-0.409172,49.0
1.0,80.0,0.0,0.0,30.0,12.0,1.25,0.0,2085.0,32.0,16.0,2.9755,8337.0,0.7515,12.0,12.0,11.0,1.0,9.0,8.237,0.2231435,81.0
1.0,1670.0,0.0,0.0,54.0,12.0,2.2754,2.1,2600.0,56.0,8.0,4.5769,17100.0,0.7215,12.0,7.0,9.5,0.0,19.0,13.30008,0.8221558,361.0
1.0,520.0,0.0,4.0,39.0,11.0,3.4615,3.05,3542.0,40.0,12.0,3.1056,17800.0,0.7515,10.0,7.0,11.0,0.0,11.0,16.00002,1.241702,121.0
1.0,288.0,0.0,3.0,43.0,12.0,4.1667,3.0,1975.0,43.0,12.0,5.8228,13740.0,0.7515,12.0,12.0,14.0,1.0,8.0,12.53999,1.427124,64.0
1.0,2014.0,0.0,3.0,31.0,9.0,4.4687,4.26,2400.0,32.0,12.0,7.5,27000.0,0.6215,10.0,3.0,9.5,1.0,13.0,18.00004,1.497097,169.0
1.0,800.0,0.0,3.0,33.0,13.0,1.75,0.0,3000.0,37.0,14.0,8.3333,32600.0,0.6215,12.0,7.0,7.5,1.0,4.0,31.2,0.5596158,16.0
1.0,1984.0,0.0,3.0,40.0,12.0,3.6694,4.25,1960.0,39.0,14.0,9.2347,28030.0,0.6615,12.0,12.0,14.0,1.0,7.0,20.74991,1.300028,49.0
1.0,1823.0,0.0,1.0,36.0,12.0,6.5826,6.0,2000.0,39.0,9.0,5.5,23100.0,0.6615,12.0,12.0,3.0,0.0,19.0,11.09992,1.88443,361.0
1.0,1500.0,0.0,0.0,51.0,12.0,2.6,2.0,3000.0,51.0,12.0,6.0,24580.0,0.6615,7.0,7.0,9.5,1.0,14.0,20.68,0.9555114,196.0
1.0,2261.0,0.0,1.0,44.0,13.0,4.8651,5.5,2400.0,43.0,12.0,6.6667,29000.0,0.6215,12.0,7.0,9.5,1.0,14.0,18.00001,1.582087,196.0
1.0,1728.0,0.0,3.0,42.0,16.0,5.787,6.25,2450.0,48.0,14.0,13.061,42430.0,0.5215,12.0,14.0,9.5,1.0,3.0,32.43007,1.755614,9.0
1.0,1960.0,0.0,1.0,40.0,12.0,4.5408,5.0,2423.0,40.0,8.0,12.794,41800.0,0.5215,12.0,12.0,7.5,1.0,9.0,32.90003,1.513103,81.0
1.0,1578.0,1.0,1.0,34.0,16.0,9.5057,7.72,2000.0,33.0,16.0,12.0,39100.0,0.58,12.0,17.0,9.5,1.0,7.0,24.10001,2.251892,49.0
1.0,1316.0,0.0,0.0,30.0,17.0,10.638,7.0,2526.0,41.0,16.0,6.73,31800.0,0.5815,16.0,17.0,11.0,1.0,7.0,17.80039,2.364432,49.0
1.0,1530.0,0.0,0.0,54.0,12.0,1.1111,1.13,2695.0,53.0,12.0,6.679,22200.0,0.6915,7.0,7.0,14.0,0.0,14.0,20.50002,0.1053505,196.0
1.0,2220.0,0.0,0.0,51.0,12.0,4.0541,4.37,2048.0,54.0,12.0,4.3945,19500.0,0.6915,16.0,7.0,3.0,0.0,29.0,10.4999,1.399729,841.0
1.0,1336.0,0.0,2.0,44.0,9.0,2.6871,2.64,1920.0,46.0,11.0,4.6875,14027.0,0.7515,7.0,10.0,11.0,0.0,19.0,10.43703,0.9884625,361.0
1.0,1008.0,0.0,1.0,43.0,12.0,2.9762,2.5,2338.0,42.0,9.0,7.6989,21195.0,0.6615,7.0,7.0,11.0,1.0,14.0,18.19499,1.090647,196.0
1.0,1944.0,0.0,1.0,34.0,12.0,3.1728,3.23,2945.0,37.0,8.0,4.3287,19013.0,0.6915,10.0,7.0,7.5,0.0,16.0,12.84508,1.154614,256.0
1.0,2000.0,0.0,0.0,45.0,13.0,3.55,3.45,2047.0,52.0,12.0,6.7416,20900.0,0.6615,12.0,7.0,11.0,1.0,10.0,13.8,1.266948,100.0
1.0,258.0,0.0,0.0,39.0,12.0,17.907,0.0,1668.0,47.0,7.0,9.3525,26820.0,0.6215,10.0,3.0,11.0,0.0,12.0,22.2,2.885192,144.0
1.0,1785.0,0.0,0.0,50.0,12.0,3.4174,5.75,175.0,48.0,10.0,9.1429,12800.0,0.7515,0.0,0.0,14.0,1.0,24.0,6.699941,1.22888,576.0
1.0,480.0,0.0,0.0,52.0,12.0,3.3333,0.0,1798.0,53.0,12.0,2.6418,7850.0,0.7515,7.0,7.0,14.0,0.0,6.0,6.250016,1.203963,36.0
1.0,772.0,0.0,2.0,41.0,12.0,3.886,7.5,1222.0,45.0,12.0,7.365,18600.0,0.7215,12.0,12.0,7.5,1.0,9.0,15.60001,1.35738,81.0
1.0,900.0,0.0,0.0,59.0,10.0,2.3111,2.22,1820.0,59.0,7.0,1.4066,5380.0,0.7715,12.0,7.0,5.0,0.0,14.0,3.30001,0.8377236,196.0
1.0,1428.0,0.0,0.0,52.0,12.0,1.7108,2.5,1560.0,60.0,8.0,1.5192,6114.0,0.7715,10.0,7.0,14.0,0.0,26.0,3.670978,0.5369611,676.0
1.0,210.0,0.0,0.0,46.0,16.0,2.1143,4.0,2210.0,49.0,12.0,3.3439,8234.0,0.7515,12.0,12.0,14.0,0.0,7.0,7.789997,0.7487238,49.0
1.0,239.0,1.0,5.0,41.0,12.0,9.9331,4.5,2874.0,48.0,16.0,2.9106,20646.0,0.7215,3.0,7.0,11.0,1.0,4.0,18.27199,2.295873,16.0
1.0,1878.0,0.0,2.0,33.0,11.0,3.0277,3.5,2499.0,35.0,8.0,4.3834,16640.0,0.7215,7.0,7.0,9.5,0.0,15.0,10.95398,1.107803,225.0
1.0,215.0,0.0,0.0,45.0,12.0,1.8605,2.3,3088.0,38.0,12.0,4.2098,13900.0,0.7215,12.0,12.0,5.0,1.0,23.0,13.49999,0.6208453,529.0
1.0,2340.0,1.0,2.0,36.0,10.0,0.1282,0.0,2020.0,37.0,8.0,3.7129,11500.0,0.7815,10.0,7.0,7.5,0.0,1.0,11.20001,-2.054164,1.0
1.0,1960.0,0.0,1.0,48.0,12.0,6.6327,6.3,1980.0,56.0,10.0,10.606,34000.0,0.5515,7.0,7.0,14.0,1.0,29.0,20.99991,1.892012,841.0
1.0,532.0,0.0,1.0,47.0,12.0,5.6391,3.6,1968.0,47.0,11.0,8.6382,28700.0,0.6615,7.0,3.0,11.0,1.0,9.0,25.7,1.729725,81.0
1.0,394.0,0.0,0.0,45.0,12.0,1.599,2.5,2100.0,45.0,12.0,3.8367,9563.0,0.7515,7.0,7.0,7.5,0.0,6.0,8.932994,0.4693784,36.0
1.0,675.0,0.0,2.0,37.0,12.0,2.6667,3.0,2651.0,48.0,17.0,7.1671,20960.0,0.6915,7.0,7.0,7.5,0.0,11.0,19.15998,0.9808417,121.0
1.0,1515.0,0.0,4.0,46.0,16.0,7.9208,6.8,1918.0,49.0,14.0,8.8634,38590.0,0.6215,12.0,10.0,14.0,1.0,17.0,26.58999,2.069492,289.0
1.0,1030.0,0.0,3.0,43.0,17.0,5.3398,5.8,2585.0,46.0,16.0,7.7369,27900.0,0.6615,12.0,12.0,5.0,1.0,6.0,22.40001,1.675188,36.0
1.0,1250.0,0.0,2.0,42.0,12.0,4.0,4.0,2250.0,46.0,17.0,9.1702,25633.0,0.6215,7.0,7.0,7.5,1.0,7.0,20.633,1.386294,49.0
1.0,1158.0,1.0,2.0,34.0,17.0,6.0449,5.1,2480.0,39.0,17.0,11.29,35200.0,0.5515,12.0,12.0,7.5,1.0,2.0,28.20001,1.799215,4.0
1.0,112.0,0.0,0.0,52.0,12.0,6.25,0.0,2924.0,53.0,12.0,6.3269,29500.0,0.5815,7.0,7.0,7.5,1.0,24.0,28.8,1.832582,576.0
1.0,336.0,0.0,3.0,37.0,12.0,2.9762,2.2,1896.0,52.0,9.0,4.7468,10000.0,0.7515,10.0,7.0,7.5,0.0,4.0,8.999997,1.090647,16.0
1.0,1984.0,0.0,1.0,37.0,12.0,4.2339,4.78,2332.0,40.0,12.0,4.8885,19800.0,0.6915,10.0,7.0,5.0,0.0,11.0,11.39994,1.443124,121.0
1.0,716.0,0.0,0.0,52.0,8.0,3.4916,2.2,3482.0,59.0,7.0,2.4842,12900.0,0.7215,7.0,7.0,5.0,0.0,25.0,10.40001,1.25036,625.0
1.0,1410.0,1.0,0.0,30.0,12.0,4.9645,1.28,2106.0,30.0,14.0,8.547,26080.0,0.6215,12.0,12.0,7.5,0.0,11.0,19.08006,1.602313,121.0
1.0,1300.0,0.0,1.0,31.0,13.0,2.7692,0.0,1160.0,32.0,12.0,6.6379,13066.0,0.7515,17.0,7.0,11.0,1.0,2.0,9.46604,1.018559,4.0
1.0,1640.0,0.0,1.0,38.0,12.0,3.6585,3.25,2040.0,46.0,12.0,3.1863,12500.0,0.7215,7.0,7.0,7.5,0.0,19.0,6.50006,1.297053,361.0
1.0,1202.0,0.0,3.0,43.0,12.0,5.3935,0.0,2856.0,48.0,16.0,4.5466,35600.0,0.5815,7.0,7.0,9.0,1.0,7.0,29.11701,1.685194,49.0
1.0,489.0,0.0,1.0,49.0,8.0,0.6564,2.29,950.0,51.0,8.0,12.789,19424.0,0.7515,7.0,7.0,5.0,1.0,2.0,19.10302,-0.4209849,4.0
1.0,2076.0,0.0,0.0,55.0,12.0,4.7688,4.68,2068.0,58.0,10.0,6.528,26250.0,0.6615,7.0,7.0,5.0,1.0,20.0,16.34997,1.562095,400.0
1.0,526.0,0.0,2.0,38.0,17.0,8.5551,4.2,1896.0,42.0,17.0,16.403,36525.0,0.5515,12.0,14.0,9.5,1.0,10.0,32.02502,2.146528,100.0
1.0,1721.0,0.0,0.0,52.0,17.0,10.459,9.5,2000.0,56.0,16.0,7.0,34700.0,0.61,14.0,17.0,14.0,1.0,19.0,16.70006,2.347463,361.0
1.0,1327.0,0.0,0.0,48.0,12.0,2.6375,2.57,288.0,51.0,11.0,13.542,8311.0,0.7515,7.0,7.0,11.0,1.0,17.0,4.811038,0.9698315,289.0
1.0,584.0,0.0,2.0,32.0,13.0,6.8493,4.32,2160.0,33.0,12.0,6.713,28626.0,0.6915,12.0,10.0,11.0,1.0,12.0,24.62601,1.924146,144.0
1.0,1376.0,0.0,1.0,32.0,12.0,5.0872,5.0,3120.0,33.0,17.0,5.4487,24400.0,0.6615,7.0,7.0,5.0,1.0,11.0,17.40001,1.626728,121.0
1.0,1040.0,0.0,2.0,38.0,12.0,0.9615,0.0,1944.0,41.0,17.0,6.6872,14025.0,0.7215,7.0,7.0,7.5,1.0,6.0,13.02504,-0.0392607,36.0
1.0,548.0,0.0,3.0,46.0,12.0,4.3066,3.69,2046.0,47.0,12.0,9.0943,21367.0,0.6915,16.0,12.0,14.0,1.0,10.0,19.00698,1.460149,100.0
1.0,15.0,0.0,3.0,40.0,12.0,7.0667,0.0,2005.0,42.0,9.0,6.5337,14136.0,0.7515,7.0,7.0,7.5,0.0,4.0,14.03,1.955394,16.0
1.0,1980.0,0.0,4.0,31.0,9.0,2.5253,2.56,2070.0,36.0,10.0,4.686,19900.0,0.7515,10.0,7.0,5.0,1.0,2.0,14.89991,0.9263599,4.0
1.0,1520.0,0.0,1.0,43.0,10.0,7.8947,5.0,3000.0,50.0,12.0,8.0,37000.0,0.5215,12.0,9.0,9.5,1.0,13.0,25.00006,2.066192,169.0
1.0,1880.0,0.0,0.0,51.0,12.0,4.1489,3.9,2640.0,51.0,12.0,4.053,18500.0,0.6915,7.0,7.0,7.5,0.0,21.0,10.70007,1.422843,441.0
1.0,1260.0,1.0,0.0,30.0,16.0,8.1746,8.17,2450.0,34.0,17.0,8.1633,34550.0,0.5515,16.0,14.0,5.0,1.0,9.0,24.25,2.101032,81.0
1.0,1092.0,0.0,0.0,52.0,13.0,9.5971,0.0,1000.0,53.0,15.0,16.5,49620.0,0.4615,10.0,7.0,11.0,1.0,4.0,39.13997,2.261461,16.0
1.0,1587.0,1.0,5.0,30.0,8.0,2.0164,2.3,2080.0,33.0,8.0,3.4615,10400.0,0.7815,3.0,3.0,7.5,0.0,2.0,7.199973,0.7013138,4.0
1.0,156.0,0.0,0.0,51.0,16.0,7.6218,0.0,2413.0,51.0,16.0,11.361,33000.0,0.5515,16.0,16.0,11.0,1.0,19.0,31.811,2.031013,361.0
1.0,1939.0,0.0,2.0,31.0,13.0,3.1975,3.43,2570.0,31.0,12.0,3.8911,16200.0,0.7215,7.0,3.0,7.5,1.0,4.0,10.00005,1.162369,16.0
1.0,1250.0,0.0,4.0,34.0,12.0,1.6,1.36,2030.0,52.0,12.0,9.6059,22660.0,0.6915,12.0,16.0,7.5,1.0,9.0,20.66,0.4700036,81.0
1.0,610.0,0.0,0.0,49.0,11.0,4.0984,4.0,4684.0,59.0,17.0,2.6687,16000.0,0.7215,7.0,7.0,7.5,1.0,14.0,13.49998,1.410597,196.0
1.0,270.0,1.0,3.0,35.0,13.0,1.4815,5.0,2802.0,41.0,17.0,8.8865,25780.0,0.6615,7.0,16.0,9.5,1.0,6.0,25.38,0.3930551,36.0
1.0,660.0,1.0,0.0,53.0,12.0,3.6364,3.15,2090.0,59.0,12.0,6.3636,20675.0,0.7215,7.0,12.0,7.5,1.0,24.0,18.27498,1.290994,576.0
1.0,1000.0,0.0,3.0,32.0,12.0,1.0,0.0,2053.0,46.0,16.0,17.728,40213.0,0.5515,12.0,7.0,11.0,0.0,1.0,39.213,0.0,1.0
1.0,1920.0,0.0,3.0,38.0,10.0,2.6042,2.93,1984.0,42.0,10.0,5.2923,15500.0,0.7215,12.0,7.0,7.5,1.0,13.0,10.49994,0.9571255,169.0
1.0,200.0,0.0,0.0,54.0,12.0,1.75,0.0,2040.0,54.0,16.0,15.686,35207.0,0.5815,7.0,12.0,9.5,1.0,3.0,34.857,0.5596158,9.0
1.0,1500.0,0.0,1.0,47.0,17.0,4.8,3.6,2794.0,58.0,8.0,5.2423,35702.0,0.5515,10.0,12.0,11.0,1.0,10.0,28.502,1.568616,100.0
1.0,868.0,0.0,1.0,45.0,15.0,5.53,6.0,3290.0,47.0,14.0,3.0395,17800.0,0.7215,14.0,12.0,9.5,1.0,16.0,12.99996,1.710188,256.0
1.0,2318.0,0.0,1.0,47.0,16.0,4.0984,4.2,1911.0,46.0,16.0,16.745,50900.0,0.4915,16.0,16.0,5.0,1.0,9.0,41.39991,1.410597,81.0
1.0,2000.0,0.0,0.0,59.0,10.0,1.25,0.0,2000.0,60.0,12.0,3.75,17280.0,0.6915,7.0,7.0,5.0,0.0,19.0,14.78,0.2231435,361.0
1.0,60.0,0.0,1.0,32.0,11.0,1.6667,0.0,2580.0,31.0,12.0,5.814,15150.0,0.7215,10.0,9.0,5.0,1.0,4.0,15.05,0.5108456,16.0
1.0,1715.0,0.0,1.0,45.0,12.0,3.7901,3.38,2400.0,49.0,17.0,10.833,36200.0,0.5815,7.0,7.0,7.5,1.0,10.0,29.69998,1.332392,100.0
1.0,550.0,0.0,4.0,40.0,12.0,2.3636,2.26,1740.0,47.0,12.0,9.0029,17465.0,0.7215,14.0,12.0,5.0,1.0,5.0,16.16502,0.8601859,25.0
1.0,1960.0,0.0,2.0,47.0,14.0,10.204,0.0,2500.0,50.0,12.0,6.54,45205.0,0.61,14.0,12.0,3.0,1.0,7.0,25.20516,2.32278,49.0
1.0,44.0,1.0,2.0,36.0,16.0,6.8182,1.36,1840.0,37.0,17.0,5.9783,14500.0,0.7515,12.0,10.0,5.0,0.0,3.0,14.2,1.919595,9.0
1.0,1920.0,0.0,0.0,56.0,14.0,7.2146,6.92,2036.0,56.0,14.0,8.6248,32011.0,0.5815,7.0,7.0,7.5,0.0,38.0,18.15897,1.976107,1444.0
1.0,2540.0,0.0,1.0,41.0,8.0,2.4484,0.0,3536.0,43.0,11.0,4.8329,35200.0,0.6215,7.0,12.0,9.5,0.0,16.0,28.98106,0.8954347,256.0
1.0,156.0,0.0,3.0,48.0,7.0,1.1987,0.0,880.0,51.0,11.0,10.909,13579.0,0.7515,3.0,7.0,11.0,0.0,13.0,13.392,0.1812376,169.0
1.0,780.0,1.0,2.0,36.0,12.0,1.641,0.0,2007.0,38.0,12.0,3.8864,10455.0,0.7515,7.0,7.0,11.0,0.0,1.0,9.17502,0.4953058,1.0
1.0,3120.0,0.0,0.0,41.0,12.0,1.7821,0.0,2632.0,44.0,13.0,8.4574,32600.0,0.5515,7.0,3.0,5.0,0.0,7.0,27.03985,0.5777924,49.0
1.0,2040.0,0.0,0.0,41.0,14.0,2.9412,2.8,2600.0,43.0,12.0,5.0,19150.0,0.6915,7.0,10.0,11.0,1.0,15.0,13.14995,1.078818,225.0
1.0,1610.0,0.0,3.0,36.0,12.0,4.9689,4.25,2156.0,36.0,13.0,7.4212,24400.0,0.6615,12.0,17.0,9.5,1.0,10.0,16.40007,1.603199,100.0
1.0,215.0,0.0,3.0,37.0,12.0,1.8605,0.0,3625.0,41.0,12.0,4.4938,21700.0,0.6915,10.0,7.0,3.0,0.0,2.0,21.29999,0.6208453,4.0
1.0,1120.0,0.0,0.0,38.0,12.0,8.0357,0.0,2420.0,42.0,12.0,7.0252,26201.0,0.6215,7.0,3.0,9.5,1.0,19.0,17.20102,2.083894,361.0
1.0,846.0,0.0,2.0,43.0,14.0,3.9716,4.2,2080.0,43.0,9.0,3.2788,11920.0,0.7515,3.0,3.0,7.5,1.0,25.0,8.560026,1.379169,625.0
1.0,3225.0,0.0,0.0,54.0,16.0,3.0416,0.0,3443.0,59.0,17.0,1.2861,16300.0,0.7215,12.0,12.0,9.5,1.0,25.0,6.49084,1.112384,625.0
1.0,1376.0,0.0,1.0,38.0,12.0,2.907,3.75,2250.0,41.0,12.0,5.5556,16500.0,0.7215,7.0,7.0,5.0,1.0,7.0,12.49997,1.067122,49.0
1.0,980.0,1.0,0.0,30.0,12.0,3.0612,3.6,2535.0,34.0,16.0,7.4951,30000.0,0.5815,12.0,7.0,11.0,1.0,15.0,27.00002,1.118807,225.0
1.0,1838.0,0.0,0.0,49.0,12.0,4.8966,5.0,2352.0,48.0,15.0,22.109,62500.0,0.4415,7.0,7.0,9.5,1.0,11.0,53.50005,1.588541,121.0
1.0,1494.0,0.0,1.0,45.0,13.0,4.0161,2.5,3036.0,49.0,6.0,9.058,58500.0,0.4415,10.0,10.0,9.5,1.0,25.0,52.49995,1.390311,625.0
1.0,450.0,0.0,0.0,51.0,13.0,5.5556,3.5,2600.0,57.0,14.0,11.538,40900.0,0.5215,7.0,7.0,9.5,1.0,19.0,38.39998,1.714806,361.0
1.0,1976.0,0.0,0.0,34.0,10.0,1.2227,2.45,2223.0,39.0,7.0,6.0468,16308.0,0.6915,0.0,10.0,7.5,1.0,4.0,13.89194,0.2010615,16.0
1.0,2012.0,0.0,2.0,34.0,12.0,2.6839,3.61,2666.0,34.0,10.0,1.3653,9300.0,0.7515,7.0,7.0,7.5,1.0,14.0,3.899993,0.987271,196.0
1.0,561.0,0.0,1.0,41.0,12.0,2.6738,3.25,2006.0,41.0,17.0,16.55,35700.0,0.5515,10.0,9.0,7.5,1.0,19.0,34.2,0.9835007,361.0
1.0,1715.0,0.0,1.0,49.0,12.0,9.3294,7.05,1710.0,49.0,17.0,8.7719,35700.0,0.64,9.0,9.0,11.0,1.0,18.0,19.70008,2.233171,324.0
1.0,1912.0,0.0,0.0,32.0,12.0,3.1381,3.6,1920.0,46.0,14.0,9.6354,24500.0,0.6615,12.0,12.0,5.0,1.0,14.0,18.49995,1.143618,196.0
